aX,aY,aZ,gX,gY,gZ
-0.361,-0.686,0.675,9.644,-19.287,-7.629
-0.369,-0.692,0.693,4.883,-15.930,-5.432
-0.353,-0.681,0.713,0.854,-13.611,-3.601
-0.330,-0.661,0.725,0.000,-12.878,-4.272
-0.319,-0.650,0.729,1.038,-13.245,-7.141
-0.319,-0.653,0.728,2.441,-13.855,-9.949
-0.327,-0.670,0.730,4.272,-13.733,-11.475
-0.338,-0.691,0.736,5.493,-12.268,-10.864
-0.339,-0.711,0.745,5.615,-9.827,-8.545
-0.331,-0.718,0.752,6.409,-7.263,-5.615
-0.325,-0.716,0.755,6.958,-5.310,-3.174
-0.321,-0.712,0.756,6.775,-3.601,-0.977
-0.315,-0.703,0.752,6.226,-1.648,0.549
-0.309,-0.690,0.744,5.554,0.488,1.343
-0.301,-0.677,0.741,6.348,2.136,1.282
-0.297,-0.670,0.738,7.141,3.296,0.793
-0.298,-0.671,0.734,7.202,3.845,0.916
-0.295,-0.672,0.728,7.202,3.296,1.526
-0.291,-0.670,0.722,6.042,2.319,1.953
-0.289,-0.661,0.715,5.066,1.587,2.136
-0.288,-0.645,0.711,4.333,0.732,1.831
-0.288,-0.630,0.714,4.700,0.061,1.038
-0.291,-0.630,0.723,5.859,-0.427,0.183
-0.295,-0.635,0.733,6.531,-0.122,0.305
-0.299,-0.634,0.742,7.141,0.793,0.671
-0.304,-0.632,0.744,7.141,2.014,0.854
-0.304,-0.635,0.736,6.653,2.869,1.282
-0.303,-0.637,0.724,5.615,2.441,1.526
-0.300,-0.639,0.712,3.967,1.038,1.587
-0.299,-0.641,0.701,2.319,-0.488,1.587
-0.296,-0.636,0.704,1.587,-2.197,1.892
-0.292,-0.620,0.719,3.296,-3.967,1.160
-0.298,-0.609,0.732,5.737,-4.944,-0.183
-0.308,-0.614,0.739,6.958,-5.005,-0.854
-0.306,-0.616,0.743,6.714,-4.883,-0.916
-0.302,-0.616,0.747,6.470,-4.395,-2.136
-0.308,-0.625,0.746,5.249,-2.869,-3.662
-0.315,-0.641,0.737,2.747,-0.916,-3.845
-0.312,-0.654,0.724,0.122,0.488,-2.380

0.412,-0.741,1.430,16.541,-94.360,378.967
0.589,-0.468,1.499,1.831,-78.552,396.912
0.689,-0.112,1.751,-51.453,-58.167,368.896
0.582,0.200,2.075,-118.042,-14.099,315.491
0.327,0.452,2.376,-155.762,54.077,264.954
0.136,0.659,2.584,-161.560,137.695,219.727
0.026,0.797,2.652,-147.339,229.431,182.129
-0.014,0.861,2.615,-117.859,324.768,152.588
0.046,0.866,2.560,-82.764,421.021,130.737
0.252,0.816,2.535,-45.288,516.602,115.295
0.606,0.771,2.427,-6.165,600.952,95.154
1.007,0.758,2.188,24.719,660.950,59.265
1.317,0.833,1.863,51.575,688.171,10.620
1.443,0.969,1.435,76.050,682.434,-43.701
1.434,1.037,0.996,109.314,650.330,-95.459
1.372,1.032,0.595,157.959,597.412,-141.724
1.254,0.934,0.255,221.191,529.236,-186.462
1.122,0.696,0.014,282.410,456.482,-225.037
1.012,0.409,-0.197,317.871,383.240,-256.592
0.896,0.156,-0.417,326.355,303.406,-292.053
0.752,-0.109,-0.659,306.641,216.003,-331.543
0.626,-0.393,-0.912,247.253,128.235,-366.760
0.578,-0.630,-1.111,159.058,44.434,-395.508
0.628,-0.830,-1.191,79.285,-39.368,-417.603
0.713,-1.074,-1.118,39.001,-128.296,-425.476
0.764,-1.393,-0.980,38.513,-224.731,-406.799
0.784,-1.768,-0.820,58.167,-324.036,-355.225
0.816,-2.096,-0.593,80.872,-422.729,-274.353
0.909,-2.247,-0.307,108.826,-520.630,-176.636
1.106,-2.191,0.064,153.870,-607.117,-77.942
1.335,-1.994,0.475,201.599,-674.377,4.517
1.495,-1.772,0.888,234.985,-717.041,60.425
1.575,-1.659,1.281,226.501,-729.004,90.698
1.425,-1.708,1.602,179.932,-708.618,108.276
1.028,-1.819,1.947,118.896,-651.733,133.789
0.496,-1.886,2.370,62.744,-559.143,169.922
-0.024,-1.870,2.778,30.029,-436.340,217.163
-0.290,-1.780,2.949,18.738,-293.762,278.015
-0.268,-1.656,2.763,29.846,-161.743,344.116
-0.026,-1.474,2.373,36.438,-60.120,398.560
0.309,-1.249,1.949,-2.625,15.198,420.410
0.510,-0.989,1.720,-72.388,65.491,399.963
0.556,-0.666,1.808,-129.456,100.952,347.473
0.447,-0.354,1.984,-172.546,142.517,287.903
0.198,-0.139,2.074,-187.561,193.359,247.070
0.005,0.015,2.080,-158.447,247.314,229.736
0.002,0.169,1.990,-106.140,293.884,215.088
0.194,0.324,1.754,-58.472,324.219,181.091
0.427,0.455,1.387,-24.902,334.106,121.094
0.533,0.507,0.991,-1.648,325.623,44.006
0.486,0.405,0.665,18.555,306.274,-27.161
0.362,0.169,0.445,43.030,278.381,-70.618
0.241,-0.103,0.321,72.021,242.065,-84.778
0.133,-0.347,0.253,100.525,200.806,-80.322
0.032,-0.536,0.218,122.986,161.682,-66.711
-0.045,-0.657,0.207,131.775,127.075,-51.758
-0.107,-0.727,0.197,123.779,96.680,-40.955
-0.160,-0.762,0.194,100.098,70.313,-35.767
-0.191,-0.745,0.218,69.153,47.485,-35.339
-0.215,-0.706,0.272,42.725,28.259,-39.856
-0.249,-0.694,0.323,21.423,13.794,-44.250
-0.279,-0.719,0.364,8.728,1.038,-45.044
-0.313,-0.757,0.409,5.066,-10.925,-41.626
-0.355,-0.791,0.455,5.920,-19.470,-33.203
-0.391,-0.822,0.509,9.399,-23.865,-21.545
-0.417,-0.831,0.570,14.343,-23.865,-8.606
-0.427,-0.807,0.620,17.883,-20.386,2.380
-0.421,-0.758,0.648,18.555,-17.029,7.812
-0.413,-0.707,0.654,16.418,-14.221,7.019
-0.409,-0.678,0.647,11.719,-9.888,2.991
-0.398,-0.663,0.634,6.592,-5.310,-1.770
-0.387,-0.660,0.615,4.761,-3.052,-6.165
-0.384,-0.671,0.594,6.165,-3.357,-8.545
-0.386,-0.688,0.582,9.155,-5.249,-7.874
-0.386,-0.707,0.580,12.207,-6.958,-4.333
-0.383,-0.712,0.587,15.564,-9.094,-0.366
-0.390,-0.709,0.600,17.334,-11.719,2.563
-0.397,-0.708,0.612,16.174,-13.367,5.188
-0.392,-0.690,0.624,13.794,-14.343,6.165
-0.388,-0.654,0.639,10.376,-15.076,3.601
-0.391,-0.629,0.655,7.446,-13.611,-0.977
-0.396,-0.632,0.669,4.944,-10.620,-5.249
-0.399,-0.652,0.673,2.197,-6.348,-7.141
-0.391,-0.670,0.670,-0.427,-2.319,-6.470
-0.385,-0.674,0.661,-1.770,-0.977,-5.188
-0.393,-0.676,0.646,-3.052,-2.197,-4.089
-0.401,-0.681,0.631,-3.906,-3.418,-2.258
-0.391,-0.677,0.628,-2.747,-3.784,0.122
-0.372,-0.663,0.636,0.854,-5.859,1.343
-0.361,-0.656,0.651,4.822,-9.277,1.099
-0.366,-0.663,0.671,6.653,-11.169,0.732
-0.378,-0.673,0.690,4.028,-10.376,0.305
-0.395,-0.672,0.703,-1.038,-8.179,-0.732
-0.411,-0.672,0.710,-5.493,-5.005,-1.770
-0.408,-0.684,0.713,-8.606,-1.343,-1.465
-0.390,-0.697,0.708,-9.705,1.343,-0.061
-0.363,-0.689,0.705,-7.629,2.136,1.282
-0.347,-0.665,0.705,-2.563,0.610,1.160
-0.361,-0.652,0.702,2.441,-1.343,0.244
-0.382,-0.660,0.695,5.676,-1.953,0.122
-0.393,-0.674,0.685,6.409,-1.526,1.404
-0.393,-0.691,0.676,4.150,-0.122,4.089
-0.381,-0.702,0.672,1.038,1.099,7.202
-0.366,-0.695,0.677,-1.587,1.648,9.888
-0.354,-0.672,0.689,-2.930,1.282,11.047
-0.354,-0.649,0.693,-1.709,-0.122,10.132
-0.358,-0.635,0.690,0.916,-1.099,8.667
-0.358,-0.631,0.682,3.723,-1.038,7.751
-0.359,-0.633,0.673,7.202,-0.977,7.690
-0.370,-0.635,0.666,9.766,-1.648,8.179
-0.380,-0.638,0.660,10.376,-2.075,9.094
-0.373,-0.635,0.656,11.963,-2.075,10.193
-0.359,-0.626,0.657,14.832,-2.258,10.437
-0.351,-0.618,0.664,16.479,-2.808,9.338
-0.350,-0.616,0.674,14.221,-3.967,7.202
-0.358,-0.617,0.682,9.949,-5.005,4.700
-0.365,-0.618,0.686,5.859,-5.432,2.563
-0.362,-0.619,0.687,3.601,-4.578,1.465
-0.358,-0.622,0.682,4.089,-3.784,0.793

