aX,aY,aZ,gX,gY,gZ
-0.327,-0.018,0.996,4.578,-15.625,6.836
-0.348,0.003,1.021,8.728,-16.907,3.052
-0.371,-0.010,1.043,9.094,-15.015,-1.221
-0.376,-0.035,1.052,5.615,-10.742,-3.479
-0.371,-0.058,1.045,0.610,-6.348,-3.784
-0.356,-0.073,1.034,-2.441,-3.174,-2.808
-0.345,-0.083,1.023,-3.662,-0.977,-1.282
-0.341,-0.089,1.009,-4.822,0.000,0.854
-0.338,-0.094,0.994,-5.981,0.305,3.479
-0.328,-0.083,0.979,-6.775,-0.183,6.287
-0.318,-0.053,0.966,-4.944,-1.709,7.690
-0.325,-0.029,0.959,-0.549,-3.418,6.653
-0.336,-0.025,0.961,2.563,-4.089,4.700
-0.337,-0.038,0.962,3.052,-4.028,3.418
-0.333,-0.052,0.965,2.014,-3.540,2.930
-0.331,-0.055,0.971,0.061,-2.441,2.258
-0.333,-0.054,0.975,-1.770,-1.038,1.099
-0.330,-0.053,0.975,-2.808,0.671,-0.122
-0.323,-0.050,0.965,-2.441,1.770,-0.671
-0.313,-0.040,0.946,-0.793,1.160,-0.671
-0.310,-0.038,0.935,2.075,0.122,-1.526
-0.315,-0.043,0.937,3.906,0.183,-2.747
-0.323,-0.050,0.942,2.686,1.404,-4.272
-0.324,-0.051,0.948,-0.244,2.869,-5.554
-0.326,-0.042,0.952,-4.089,4.639,-7.324
-0.333,-0.038,0.946,-6.897,5.920,-9.644
-0.334,-0.044,0.933,-8.240,6.165,-10.742
-0.324,-0.055,0.921,-7.324,5.676,-9.766
-0.308,-0.068,0.908,-4.028,4.333,-7.141
-0.299,-0.080,0.894,1.099,1.709,-3.418
-0.299,-0.085,0.886,6.226,-1.770,0.610
-0.302,-0.081,0.888,9.583,-5.127,3.723
-0.305,-0.069,0.901,10.742,-7.629,5.127
-0.311,-0.052,0.922,9.583,-9.216,4.517
-0.320,-0.043,0.937,6.958,-10.010,2.747
-0.322,-0.043,0.949,3.723,-9.949,1.099
-0.320,-0.041,0.957,1.526,-8.972,0.061
-0.320,-0.036,0.962,1.282,-7.751,-1.038
-0.322,-0.038,0.965,2.319,-6.409,-2.014
-0.318,-0.046,0.964,4.211,-5.371,-1.892
-0.312,-0.051,0.964,5.493,-4.761,-0.916
-0.311,-0.054,0.962,5.371,-4.700,-0.366
-0.318,-0.062,0.958,3.296,-4.578,-0.671
-0.319,-0.072,0.953,0.427,-4.150,-0.916
-0.308,-0.076,0.948,-1.099,-3.906,-0.183
-0.296,-0.065,0.951,0.366,-4.089,1.099
-0.297,-0.049,0.965,4.578,-4.395,1.892
-0.308,-0.040,0.984,6.897,-3.906,2.136
-0.315,-0.039,0.994,5.310,-2.441,1.526
-0.317,-0.037,0.985,0.977,-0.916,-0.183
-0.316,-0.041,0.962,-3.357,-0.244,-2.563

1.190,0.423,1.326,179.077,-659.302,118.103
1.125,0.593,1.443,232.239,-637.634,109.436
1.066,0.737,1.556,252.869,-611.084,89.355
0.984,0.839,1.696,240.417,-583.923,52.002
0.849,0.875,1.879,215.210,-554.626,2.808
0.726,0.896,2.103,190.063,-512.817,-46.265
0.620,0.901,2.332,173.645,-456.787,-94.788
0.457,0.885,2.520,177.673,-385.254,-148.132
0.320,0.896,2.663,185.364,-296.570,-201.050
0.326,0.873,2.766,181.396,-204.773,-249.756
0.433,0.711,2.771,164.246,-122.314,-288.574
0.575,0.472,2.638,144.043,-50.232,-316.223
0.743,0.288,2.447,119.385,14.526,-334.778
0.910,0.124,2.224,78.430,70.923,-343.811
1.006,-0.120,1.957,32.959,113.281,-339.905
1.026,-0.370,1.698,5.615,142.639,-319.885
0.968,-0.492,1.514,1.892,164.551,-294.678
0.840,-0.464,1.454,13.550,184.265,-274.048
0.739,-0.317,1.505,18.860,203.613,-257.874
0.739,-0.184,1.522,0.671,225.586,-242.187
0.744,-0.189,1.417,-27.893,241.211,-219.849
0.682,-0.218,1.275,-40.833,249.207,-196.533
0.625,-0.183,1.189,-51.025,250.305,-181.763
0.554,-0.183,1.098,-58.838,240.662,-173.218
0.491,-0.224,1.002,-56.519,230.408,-156.311
0.451,-0.255,0.963,-47.546,222.107,-133.179
0.369,-0.267,0.936,-37.964,214.111,-107.483
0.277,-0.283,0.900,-30.640,205.627,-81.970
0.218,-0.291,0.861,-26.733,196.411,-57.373
0.198,-0.260,0.804,-26.917,184.692,-35.217
0.182,-0.211,0.720,-30.945,164.124,-17.029
0.130,-0.168,0.668,-31.128,138.367,-4.456
0.057,-0.122,0.675,-29.175,116.333,3.357
-0.023,-0.070,0.704,-32.410,99.854,9.033
-0.087,-0.024,0.731,-39.124,87.769,12.817
-0.133,0.016,0.746,-46.631,78.796,13.184
-0.161,0.063,0.742,-51.331,71.533,11.597
-0.164,0.130,0.725,-53.467,63.232,7.874
-0.177,0.181,0.698,-53.955,52.246,2.075
-0.206,0.184,0.684,-49.927,41.809,-3.113
-0.242,0.171,0.696,-44.067,35.278,-4.456
-0.276,0.167,0.712,-40.222,33.020,-2.319
-0.290,0.165,0.718,-35.278,31.860,-0.305
-0.291,0.168,0.723,-27.222,30.334,0.183
-0.292,0.173,0.734,-21.423,27.954,0.061
-0.300,0.178,0.738,-18.188,24.780,-0.366
-0.309,0.192,0.737,-16.418,20.752,-1.892
-0.315,0.204,0.736,-15.198,15.808,-5.737
-0.320,0.196,0.739,-14.282,10.132,-10.315
-0.317,0.166,0.749,-12.695,3.967,-13.000
-0.309,0.136,0.766,-10.742,-2.502,-13.184
-0.311,0.109,0.784,-8.850,-9.216,-11.719
-0.327,0.077,0.815,-7.019,-14.832,-9.094
-0.343,0.060,0.854,-6.042,-17.273,-5.920
-0.340,0.076,0.889,-5.859,-18.188,-3.479
-0.339,0.104,0.921,-5.310,-19.043,-3.418
-0.355,0.118,0.952,-3.906,-18.921,-5.676
-0.361,0.119,0.980,-2.686,-16.785,-8.545
-0.359,0.106,0.995,-2.258,-13.855,-10.559
-0.356,0.078,0.999,-1.465,-11.353,-10.986
-0.354,0.049,1.008,0.427,-8.606,-10.437
-0.353,0.024,1.024,1.465,-5.005,-8.850
-0.334,0.013,1.026,2.014,-2.563,-6.165
-0.323,0.012,1.022,4.578,-2.136,-3.540
-0.331,0.013,1.023,6.531,-1.953,-1.038
-0.340,0.026,1.018,6.592,-1.160,1.038
-0.348,0.038,1.009,5.371,-0.549,0.671
-0.346,0.036,1.004,4.150,-0.244,-1.282
-0.335,0.021,1.001,2.136,0.061,-3.052
-0.324,0.004,0.996,-0.427,-0.244,-3.845
-0.311,-0.008,0.985,-3.174,-1.099,-3.906
-0.303,-0.019,0.968,-5.371,-2.625,-3.174
-0.306,-0.030,0.954,-6.287,-4.517,-2.075
-0.311,-0.039,0.952,-6.531,-5.676,-0.732
-0.305,-0.032,0.957,-7.141,-6.287,0.977
-0.298,-0.017,0.961,-7.690,-7.141,1.587
-0.299,-0.006,0.966,-7.507,-7.812,1.221
-0.306,0.000,0.972,-7.385,-7.568,0.671
-0.316,-0.002,0.980,-7.141,-5.981,0.366
-0.324,-0.003,0.987,-6.348,-2.625,0.671
-0.320,0.000,0.985,-6.104,0.671,1.221
-0.309,0.006,0.974,-5.127,2.380,1.526
-0.304,0.011,0.964,-3.235,2.625,1.526
-0.302,0.016,0.960,-2.502,2.014,1.526
-0.298,0.023,0.955,-2.991,0.854,1.343
-0.302,0.026,0.947,-3.967,-0.732,0.977
-0.310,0.024,0.938,-5.432,-1.953,0.610
-0.307,0.021,0.934,-7.141,-2.563,0.183
-0.305,0.021,0.932,-8.240,-2.930,-0.488
-0.310,0.019,0.932,-9.338,-3.296,-1.282
-0.307,0.018,0.933,-9.888,-3.540,-1.404
-0.301,0.025,0.932,-9.583,-3.906,-0.977
-0.306,0.033,0.927,-8.118,-4.822,-1.038
-0.309,0.034,0.926,-6.104,-5.798,-1.465
-0.305,0.034,0.927,-3.967,-6.470,-1.709
-0.301,0.032,0.930,-0.977,-7.202,-1.831
-0.298,0.026,0.940,2.136,-7.690,-1.892
-0.296,0.024,0.950,3.418,-7.996,-1.648
-0.301,0.022,0.958,2.869,-8.240,-1.892
-0.312,0.021,0.968,1.587,-7.385,-2.563
-0.313,0.021,0.976,0.000,-5.920,-3.540
-0.306,0.016,0.979,-1.038,-5.005,-4.272
-0.298,0.008,0.981,-1.404,-4.272,-4.395
-0.289,-0.001,0.982,-0.977,-3.845,-4.272
-0.280,-0.009,0.983,-0.305,-3.662,-3.784
-0.275,-0.010,0.978,0.671,-3.906,-3.174
-0.284,-0.011,0.974,2.014,-5.005,-2.869
-0.296,-0.017,0.981,2.625,-5.493,-2.380
-0.300,-0.022,0.995,1.465,-4.333,-1.587
-0.301,-0.024,1.001,-1.099,-2.319,-0.610
-0.294,-0.022,0.999,-3.113,-0.427,0.122
-0.282,-0.009,0.992,-4.028,0.610,-0.061
-0.279,0.001,0.984,-4.333,0.305,-1.465
-0.285,-0.004,0.983,-4.028,-0.061,-2.930
-0.291,-0.015,0.985,-3.662,0.366,-3.052
-0.293,-0.026,0.985,-3.235,0.977,-2.136
-0.288,-0.033,0.986,-2.808,1.282,-0.427
-0.279,-0.022,0.984,-1.892,1.160,1.221
-0.277,-0.005,0.981,-1.404,0.366,0.793

